,measure_number,beat_number,pid1263b-16,pid5667250b-05,pid5667269b-33,pid9048b-29,pid9050b-18,pid9054b-18,pid9055b-16,pid9058b-16,pid9059b-20,pid9061b-13,pid9062b-19,pid9063b-22,pid9066b-16,pid9068-22,pid9069-16,pid9072b-20,pid9074g-16,pid9075b-16,pid9085-09,pid9085-17,pid9086-12,pid9094b-21,pid9097-25,pid9099b-22,pid9103-22,pid9104b-16,pid9114-26,pid9116-05,pid9118b-22,pid9124-16,pid9127-01,pid9130-12,pid9139b-18,pid9153b-18,pid9166l-15,pid9170b-18,pid9173-02,pid9174b-16,pid9185-06,pid918812-16,pid918904-13,pid9192b-18
218,74,1,113.46163,96.173265,112.48163000000001,105.86163,108.06163000000001,98.501633,109.48163000000001,93.32163299999999,117.96163,106.64163,99.801633,127.76163000000001,135.22163,109.98163000000001,134.50163,122.00163,110.34163000000001,101.22163,100.26163000000001,98.96163299999999,97.061633,129.32163,126.76163000000001,121.42163000000001,112.90163000000001,108.10163,102.88163,100.22163,114.04163,129.02163000000002,109.96163,169.04163,105.50163,101.16163,113.94163,100.26163000000001,123.02163,105.26163000000001,111.26163000000001,129.00163,104.30163,97.481633
219,74,2,113.96694,96.686939,112.92693999999999,106.32694,108.68693999999999,99.086939,109.94693999999998,93.826939,118.56693999999999,107.26693999999999,100.32694000000001,128.42694,135.78694,110.40693999999999,135.12694,122.71847,111.00693999999999,101.72694,100.63847,99.386939,97.526939,130.02694,127.54693999999999,121.92693999999999,113.40693999999999,108.64693999999999,103.32694000000001,100.54847,114.74694,129.58694,110.44693999999998,169.72693999999998,106.06693999999999,101.52694,114.40693999999999,100.68694,123.62693999999999,105.84693999999999,111.72693999999998,129.56694,104.70694,97.926939
220,75,0,114.4548,97.179592,113.33958999999999,106.73958999999999,109.13958999999998,99.491918,110.37959,94.259592,119.05958999999999,107.71959,100.83959,128.91959,136.17959,110.83958999999999,135.85959,123.09958999999999,111.51959,102.17959,101.01959000000001,99.719592,97.91959200000001,130.57959,128.17959,122.37959,113.89958999999999,109.13958999999998,103.73959,100.89959,115.21959,130.07959,110.87959,170.27958999999998,106.49959,101.9048,114.91958999999999,101.0548,124.07959,106.25958999999999,112.07959,130.03959,105.07959,98.27959200000001
221,75,1,114.93224,97.572245,113.71225,107.09225,109.61225,99.852245,110.81225,94.67224499999999,119.51223999999999,108.17225,101.31225,129.45225,136.97224,111.27225,136.41225,123.53225,111.93224,102.57225,101.43224000000001,100.07225,98.292245,131.05225,128.67225,122.81448999999999,114.35225,109.57225,104.09225,101.25225,115.65223999999999,130.49225,111.19225,170.81224,106.91225,102.25225,115.37225,101.45225,124.61225,106.67225,112.47225,130.47224,105.43224,98.552245
222,75,2,115.47968999999999,97.888163,114.12816000000001,107.54816000000001,110.04908,100.22816,111.40816000000001,95.328163,120.00816,108.68816000000001,101.56815999999999,129.90816,137.68816,111.56816,137.06816,124.00816,112.46816000000001,103.12816,101.80816,100.41454,98.628163,131.72816,129.22816,123.30816000000002,114.68816000000001,109.98816000000001,104.40816,101.48908,116.34816000000001,130.78816,111.52908000000001,171.32816,107.28816,102.56815999999999,115.98816000000001,101.82816,125.38816000000001,107.14816,112.78816,130.74816,105.74816000000001,98.948163
223,76,0,115.84612,98.226122,114.50612,108.04612,110.36612,100.46611999999999,111.90612,96.078367,120.51836999999999,109.16611999999999,102.00612,130.30612,138.22612,111.98612,137.66225,124.46611999999999,112.92612,103.62612,102.18611999999999,100.82611999999999,98.986122,132.24612,129.70225,123.87836999999999,115.10611999999999,110.32611999999999,104.76612,101.84612,116.99837,131.18612,111.92612,171.80612,107.72612,102.88611999999999,116.36612,102.20612,126.38611999999999,107.48612,113.12225,131.14612,106.02611999999999,99.366122
224,76,1,116.12449,98.54449,114.86448999999999,108.34725,110.70448999999999,100.78449,112.22448999999999,96.48449000000001,120.94448999999999,109.52448999999999,102.32449,130.68448999999998,138.58449,112.32449,138.24448999999998,124.78448999999999,113.24448999999998,104.10449,102.46449,101.16449,99.32449,132.66449,130.24448999999998,124.26449,115.42448999999999,110.64448999999999,105.08448999999999,102.12449000000001,117.38448999999999,131.48449,112.38448999999999,172.32449,108.04449,103.18449,116.88448999999999,102.50449,126.76449,107.88448999999999,113.44448999999999,131.46448999999998,106.28448999999999,99.68449
225,76,2,116.70531000000001,98.96530600000001,115.36531000000001,108.74531,111.06531000000001,101.20531,112.66531,96.885306,121.4751,109.96531,102.78531,131.12531,139.24531000000002,112.70531000000001,138.98531,125.18531000000002,113.68531000000002,104.6751,102.84531,101.56531,99.785306,133.18531000000002,130.79765,124.68531000000002,115.88531,111.06531000000001,105.50531000000001,102.42531,117.88531,131.98531,112.86531000000001,172.86531000000002,108.42531000000001,103.54531,117.50531000000001,102.88531,127.58531,108.52531,113.88531,131.96531000000002,106.6351,100.14531
226,77,0,117.36776,99.318878,115.86776,109.10776000000001,111.56776,101.40888000000001,113.18776000000001,97.287755,121.96776000000001,110.42776,103.30776,131.58775,139.81878,113.11222,139.76775,125.54776000000001,114.00776,105.10776000000001,103.18776,101.88776,100.12968000000001,133.70775,131.24888,125.08776,116.54551000000001,111.54888000000001,105.84776000000001,102.84888000000001,118.44776,132.64775,113.38776000000001,173.40776,108.93253999999999,103.88925,118.06776,103.26775,128.52327,108.90775,114.22944,132.62776000000002,107.04776000000001,100.50776
227,77,1,117.80856999999999,99.628571,116.36856999999999,109.48857,111.96857,101.78856999999999,113.62857,97.748571,122.50856999999999,110.86856999999999,103.74857,131.98856999999998,140.36857,113.30976000000001,140.38857,125.90463999999999,114.42857,105.58856999999999,103.64856999999999,102.30856999999999,100.54857,134.30857,131.76856999999998,125.62857,117.02857,111.98857,106.14976000000001,103.08856999999999,118.84857,133.16857,113.90857,173.90714,109.26857,104.14482,118.74857,103.68857,129.14857,109.50856999999999,114.64856999999999,133.14857,107.36971000000001,100.86856999999999
228,77,2,118.22041000000002,99.960408,116.72041000000002,109.88041000000001,112.36041000000002,102.00041,114.02041000000001,98.140408,123.00041,111.26041000000001,104.1652,132.38041,141.18041000000002,113.68041000000001,141.00041000000002,126.28041,114.82041000000001,105.9852,104.1652,102.64041,100.90041,134.86041,132.24041,126.08041000000001,117.48041,112.38041000000001,106.52041000000001,103.44041,119.24041000000001,133.70041,114.30041000000001,174.52041,109.70041,104.50041,119.18041000000001,104.20040999999999,129.56041000000002,110.02041000000001,115.10041000000001,133.66041,107.74041000000001,101.2452
229,78,0,118.81551,100.25275,117.25551000000002,110.19551000000001,112.91551000000001,102.33551,114.57551000000001,98.49551,123.59551,111.73551,104.33551,132.75551000000002,142.11551,114.0671,141.57551,126.69551000000001,115.19551000000001,106.42276000000001,104.81551,103.01550999999999,101.27551,135.35551,132.70276,126.71551000000001,117.89551000000002,113.03551000000002,106.85551000000001,103.97551,119.71551000000001,134.53551000000002,114.65551,175.29551,110.25551000000002,104.93551000000001,119.66138000000001,104.83551,129.9785,110.67551,115.65551,134.51551,108.05551000000001,101.69551
230,78,1,119.26948999999999,100.52898,117.8498,110.53316000000001,113.34898000000001,102.68898,115.04898,98.84898000000001,124.16898,112.13633,104.64898000000001,133.07949,142.80898,114.40898,142.12898,127.10949,115.52949,106.78898000000001,105.20948999999999,103.40949,101.64898000000001,135.80898,133.16898,127.18898,118.30898,113.46949,107.14948999999999,104.32898,120.24298999999999,135.00298999999998,114.90898,175.96898000000002,110.70898000000001,105.16949,119.97973999999999,105.24298999999999,130.40898,111.11948999999998,116.03633,134.97475,108.36898000000001,102.00949
231,78,2,119.6898,100.8098,118.1898,110.8799,113.7898,103.0098,115.4898,99.189796,124.6098,112.5498,104.9698,133.4298,143.1298,114.7098,142.8098,127.4698,115.9098,107.1898,105.5698,103.7698,102.0498,136.2698,133.57495,127.6098,118.6098,113.8298,107.4898,104.57995,120.5698,135.37995,115.2498,176.5298,111.0898,105.4698,120.3898,105.6098,130.8298,111.5498,116.3898,135.3499,108.7098,102.4098
232,79,0,120.1252,101.02041,118.46041000000001,111.16041000000001,114.32041000000001,103.36041,116.02041000000001,99.560408,124.98041,112.92041,105.20041,133.7052,143.58041,115.0752,143.56041000000002,127.82041000000001,116.30041000000001,107.48041,105.9252,104.1552,102.42041,136.72041000000002,133.96041,128.04041,118.96041000000001,114.20041,107.8452,104.9552,120.88041000000001,135.7468,115.52041000000001,177.13082,111.54041000000001,105.7252,120.76041000000001,105.9468,131.34041000000002,111.94041000000001,116.70041,135.70863,108.98041,102.82041
233,79,1,120.60448999999998,101.32449,118.84449,111.50448999999999,114.82449,103.82449,116.62449,99.94449,125.42448999999999,113.39483,105.53725,134.08449,144.38449,115.38448999999999,144.42449,128.30449,116.78448999999999,107.86448999999999,106.36448999999999,104.53725,102.88449,137.32449,134.40448999999998,128.52449,119.28448999999999,114.60448999999998,108.30448999999999,105.35383,121.26449,136.24723999999998,115.90449,177.82449,112.08448999999999,106.02448999999999,121.12449,106.38448999999999,131.98449,112.34449,117.10448999999998,136.22449,109.36448999999999,103.30449
234,79,2,121.10286,101.66286,119.36286000000001,111.90286,115.42286000000001,104.38286,117.34286000000002,100.58286,125.90286,113.84286000000002,105.83429,134.46286,145.26286000000002,115.80286000000001,145.26286000000002,128.84286,117.24286000000001,108.24286000000001,106.90286,105.02286000000001,103.40286,137.96286,134.84286,129.10286000000002,119.78286000000001,115.02286000000001,108.94286000000001,105.80643,121.76286,136.74286,116.50286000000001,178.76286000000002,112.72286000000001,106.36643000000001,121.50286000000001,106.92286000000001,132.62286,112.86286000000001,117.54286,136.70286000000002,109.80286000000001,104.00286
235,80,0,122.64202,102.56201999999999,120.55291000000001,113.4364,117.32202,106.12201999999999,119.06201999999999,102.06201999999999,127.26201999999999,115.10202,106.95118000000001,136.24202,148.82202,116.81356000000001,147.00202,131.12202,118.59053,109.34201999999999,108.00202,106.68202,104.80202,140.46202,136.40202,130.74202,121.34201999999999,116.90202,110.05266999999999,106.46202,124.30202,138.72202,118.46202,185.16201999999998,114.24202,107.76201999999999,123.08202,108.04202,133.98202,114.62201999999999,118.90202,138.70202,111.54202,106.10202
236,80,1,123.47837,103.35837,121.70673000000001,114.15836999999999,118.14674,106.77837,120.91837,102.75837,127.95837,116.01279,107.75837,136.87837,149.83837,117.43836999999999,148.67837,131.95418,119.37836999999999,110.09836999999999,108.65836999999999,107.55837,105.44673999999999,141.23837,137.45837,132.17837,122.17837,117.57836999999999,112.04673999999999,107.53837,125.33837,139.61837,119.11837,186.19836999999998,116.15836999999999,108.31837,123.85837,108.69837,135.22673,115.73836999999999,119.56673,139.59837,112.17837,106.99837
237,80,2,123.90571000000001,103.74571,122.16571,114.56571000000001,118.64571000000001,107.44571,121.28571000000001,103.16571,128.58571,116.29356999999999,108.14571000000001,137.38571000000002,150.62571,117.84571000000001,149.52571,132.36571,119.82571000000002,110.52571,109.16571,108.12571000000001,105.88571,141.80571,137.88571000000002,132.66571000000002,122.90571000000001,118.04571000000001,112.52571,107.92571000000001,125.94571,140.38571000000002,119.68571000000001,186.98571,116.80571,108.70571000000001,124.36571,109.18571000000001,135.86571,116.14571000000001,120.08571,140.34571,112.64571000000001,107.48571000000001
238,81,0,124.36571,104.24571,122.68571000000001,114.96571000000002,119.24571,108.30571,121.68571000000001,103.70571,129.24571,116.54571000000001,108.62571000000001,137.86571,151.18571,118.48571000000001,150.04571,132.94571000000002,120.30571,111.14571000000001,109.80571,108.92571000000001,106.34571000000001,142.68571,138.28571000000002,133.36571,123.48571000000001,118.58571,113.00571000000001,108.48571000000001,126.36571,142.30571,120.32571000000002,187.80571,117.42571000000001,109.38571,124.92571000000001,109.84571000000001,137.22571000000002,116.60571000000002,120.78571000000001,142.26571,113.18571000000001,108.38571
239,81,1,124.98612,104.81537,123.68611999999999,115.58612,119.88611999999999,108.94612,122.30611999999999,104.44612,129.86612,116.98612,109.30611999999999,138.56611999999998,152.32612,119.17537,150.74612,133.66612,121.02611999999999,111.75806000000001,110.70612,110.00612,106.95806,143.70612,138.90612,134.38612,124.04612,119.76612,113.62612,109.38611999999999,126.96611999999999,143.56611999999998,121.50612,188.52612,118.10611999999999,109.98612,125.18635,110.74611999999999,137.84611999999998,117.22612,121.50612,143.54612,114.18611999999999,109.30611999999999
240,81,2,125.87102,105.57101999999999,124.75102,116.63101999999999,120.99101999999999,109.71101999999999,123.35101999999999,105.39102,130.95102,118.07101999999999,110.35101999999999,140.03101999999998,154.35102,119.99101999999999,152.49102,134.99102,122.25102,112.63101999999999,111.89102,111.19102,107.95102,144.79102,139.75101999999998,135.73102,124.89102,121.07101999999999,114.59102,110.71101999999999,128.11102,145.25101999999998,122.79101999999999,190.49102,119.27102,110.49101999999999,125.87102,111.93101999999999,139.97101999999998,118.17102,122.65101999999999,145.23102,115.35101999999999,110.59102
241,82,0,126.65633000000001,106.05633,125.61633,117.65633000000001,121.44158,110.19633,124.21633,106.23633000000001,131.71633,119.01633000000001,110.85633,141.07633,155.05633,121.05633,154.33633,135.91633000000002,122.79633000000001,113.39633,112.55633,112.05633,108.67421000000002,145.83633,142.55633,136.52265,125.13633,122.03633,115.11633,111.95633000000001,129.15633,146.19633000000002,123.45633000000001,191.41633000000002,119.87633000000001,111.05633,126.65633000000001,112.57633,141.45633,118.61633,123.33633,146.17633,116.03633,112.31633000000001
242,82,1,127.57755,106.51755,126.27755,118.55755,121.7873,110.81755,124.87755,106.89755,132.33755,119.59755,111.39755,142.25755,156.05755,122.01755,154.91755,136.57755,123.35678999999999,114.01755,113.15755,112.79755,109.08093999999998,146.69755,143.79755,137.35755,125.56768000000001,122.69755,115.79755,112.61755,130.15755,147.33755,124.11755,192.45755,120.61755,111.52188999999998,127.31755,113.23755,142.25755,119.19965,123.95076,147.29755,116.47755,112.88536
243,82,2,128.13066,106.95265,126.91265,119.21265,122.25265,111.47265,125.43265,107.43265,132.81265,119.93265,111.89265,142.83265,156.81531,122.67265,155.55265,137.05265,123.83265,114.49265,113.61265,113.37265,109.57265,147.37265,144.49265,137.89265,126.01265,123.85265,116.35265,113.29265,130.79265,147.99265,124.77265,193.03265,121.21265,112.11265,127.95265,113.63265,143.09531,119.59265,124.19265,147.95265,116.89265,113.37265
244,83,0,128.49184,107.25183999999999,127.35184,119.85184,122.55183999999998,111.99184,125.79184,107.79184,133.15728000000001,120.29184,112.29184,143.37184,157.87184,122.97183999999999,156.07183999999998,137.49184,124.49184,114.83728,114.03183999999999,113.71184,109.89183999999999,148.25184,144.85183999999998,138.29183999999998,126.31183999999999,124.29184,116.73183999999999,113.73183999999999,131.19728,148.69183999999998,125.11183999999999,193.67184,121.53183999999999,112.55183999999998,128.39184,114.05183999999998,143.55184,119.89183999999999,124.55183999999998,148.65184,117.25183999999999,113.73183999999999
245,83,1,128.86653,107.50653,127.72653000000001,120.22653000000001,122.86653000000001,112.30653000000001,126.12653,108.04653,133.48653000000002,120.54653,112.60653,143.70653000000001,158.28653,123.34653,156.56653,137.84653,124.80653000000001,115.12653,114.42653,114.04653,110.22653000000001,148.72653,145.24653,138.64653,126.62653,124.64653,117.08653000000001,114.00653,131.55959,149.08653,125.46653,194.10653,121.86653000000001,112.86653000000001,128.90653,114.44653000000001,143.86653,120.20653,124.84653,149.06653,117.50653,114.00653
246,83,2,129.50163,108.02163,128.26163,120.74163,123.48163000000001,112.74163,126.68163,108.46582,133.98163,121.14163,113.14163,144.36163,158.86163,123.88163,157.20163,138.46163,125.34163000000001,115.60163,114.98163000000001,114.72163,110.80582,149.32163,145.98163,139.16163,127.20163000000001,125.17291000000002,117.66163,114.38582,132.14163,149.82163,126.16163,194.80163000000002,122.32582,113.34163000000001,129.48163,115.00163,144.42163,120.76163000000001,125.46163,149.78163,118.04163,114.66163
247,84,0,130.28204,108.36204,128.78204,121.30203999999999,123.88203999999999,113.06204,127.30203999999999,108.92204,134.42203999999998,121.54203999999999,113.62203999999998,144.94204,159.28204,124.50204,158.12204,139.10204,125.76203999999998,115.96203999999999,115.36204,115.12203999999998,111.18203999999999,149.80203999999998,146.68204,139.74204,127.80203999999999,125.60203999999999,118.08203999999999,114.92204,132.54204,150.42203999999998,126.62203999999998,195.32204,122.72203999999999,113.78204,130.10204,115.38203999999999,145.12204,121.08203999999999,126.06204,150.40204,118.44203999999999,115.18203999999999
248,84,1,130.87673999999998,108.87518999999999,129.43674,121.86668,124.33112,113.47673999999999,128.03673,109.40558,134.87673999999998,122.03607,114.07673999999999,145.73674,159.83674,125.17673,158.83674,139.66168000000002,126.15673999999999,116.35673999999999,115.79673999999999,115.61674,111.65673999999999,150.38367,147.83674,140.31673,128.25673,126.37673999999998,118.59674,115.69673999999999,133.25673,151.29674,127.27673999999999,195.99674,123.27673999999999,114.13673999999999,130.65673999999999,115.81673,145.95674,121.51673999999998,126.46467,151.25673,118.85673999999999,115.63673999999999
249,84,2,131.22776000000002,108.98776000000001,129.82776,122.20776000000001,124.50776,113.70776000000001,128.38776000000001,109.62775,135.20775,122.18776000000001,114.30776000000002,146.08775,160.10555,125.50776,159.18776,139.90776,126.50776,116.56776,115.98776000000001,115.78776,111.79592,150.80551,148.18776,140.60776,128.50776000000002,126.72776,118.78776,116.00776,133.64775,151.96776,127.53591999999999,196.34551000000002,123.56776,114.32776000000001,131.00776000000002,116.02776000000001,146.30775,121.74148000000001,126.68955,151.92775,119.08776,115.84776000000001
250,85,0,131.76856999999998,109.34857,130.32856999999998,122.78856999999999,124.92857,114.20857,128.82856999999998,110.04857,135.66857,122.60857,114.76857,146.64857,161.02857,125.96857,159.74857,140.42857,127.16856999999999,116.96857,116.52713999999999,116.30856999999999,112.34857,151.44857,148.62857,141.12857,128.92857,127.26857,119.20857,116.46857,134.02857,152.54856999999998,127.94856999999999,197.04856999999998,124.00856999999999,114.82857,131.48856999999998,116.52857,146.96857,122.08856999999999,127.08856999999999,152.52857,119.44928999999999,116.24857
251,85,1,132.14327,109.62326999999999,130.74327,123.22327,125.24326,114.54326999999999,129.16326999999998,110.31663,136.00327,122.89663,115.10326,146.98326,161.40327,126.30327,160.30327,140.75441999999998,127.48326999999999,117.28327,116.88326,116.65663,112.66108999999999,151.84327,149.02327,141.46327,129.22326999999999,127.62326999999999,119.52326000000001,116.76326999999999,134.32326,153.08327,128.28327,197.52327,124.34326999999999,115.16327,131.84327,116.90326999999999,147.36327,122.40326999999999,127.38326,153.06327,119.71265,116.56326999999999
252,85,2,132.77837,110.09836999999999,131.23837,123.67278999999999,125.75946,114.97837,129.71837,110.64209,136.52209,123.37946000000001,115.71837,147.53837,161.93837,126.81837,160.93837,141.27837,127.97278999999999,117.62903,117.43836999999999,117.14418,113.15836999999999,152.39837,149.55837,141.91418000000002,130.01837,128.11837,119.99837,117.19837,134.67837,153.93837,128.68209,198.09837,124.73946000000001,115.64209,132.35837,117.45837,147.91836999999998,122.82548,127.87836999999999,153.89837,120.15836999999999,117.01836999999999
253,86,0,133.66531,110.50765,131.83765,124.22531000000001,126.26531000000001,115.44531,130.26531,111.08765,136.98531,123.84531000000001,116.0951,148.15765,162.36765,127.46531,161.66531,142.04531,128.40531000000001,118.04531000000001,117.98531000000001,117.5751,113.64106000000001,152.94531,150.26531,142.49765,130.56531,128.66765,120.36765,117.70531000000001,135.15383,154.62531,129.16765,198.62531,125.17765,116.02765,132.96531000000002,118.00531000000001,148.66531,123.22531000000001,128.42531,154.60531,120.5351,117.50531000000001
254,86,1,134.53184,110.89183999999999,132.45184,124.74546000000001,126.62092,115.83183999999999,130.99184,111.59364,137.53184,124.3563,116.71184,148.97184,162.89184,128.17184,162.35183999999998,142.65184,129.07183999999998,118.53183999999999,118.71184,118.02395,114.07728,153.53184,151.05184,143.11184,131.09184,129.39184,120.85092,118.39183999999999,135.73183999999998,155.75184,129.71184,199.41367,125.77184,116.39092,133.49184,118.73183999999999,149.57183999999998,123.63184,128.91183999999998,155.73183999999998,120.89183999999999,117.99184
255,86,2,135.00327,111.28327,133.12327,125.22327,126.94327,116.09663,131.56327,111.88326,137.96327,124.64327,117.17663,149.54326,163.52327,128.60663,162.98326,143.26326,129.86327,118.84326999999999,119.24326,118.38663000000001,114.48326999999999,154.20326,151.47663,143.60326,131.60326,130.04326,121.14327,118.88326,136.32326,156.74327,130.10663,200.06327,126.34326999999999,116.78327,134.14327,119.28327,150.28327,123.96327,129.42326,156.72326999999999,121.24326,118.29663000000001
256,87,0,135.39143,111.55143000000001,133.53143,125.61143,127.27143000000001,116.43143,131.97143,112.15143,138.37143,124.95143,117.49143000000001,149.93143,164.03143,128.97143,163.47143,143.77143,130.35143,119.15143,119.61143,118.71143000000001,114.85143000000001,154.67143000000002,151.89143,144.01143000000002,131.95143000000002,130.45143000000002,121.44071000000001,119.27143000000001,136.73143000000002,157.29143,130.44071,200.59143,126.79143,117.15143,134.57143,119.63143000000001,150.69143,124.41143000000001,129.81143,157.27143,121.49071,118.57143
257,87,1,135.79878,111.91878,133.95878000000002,126.01878,127.66755,116.71876999999999,132.33878,112.45878,138.80755,125.31878,117.85878000000001,150.33878,164.39878000000002,129.37878,164.03877,144.23878,130.78755,119.49877,119.97878,119.00438999999999,115.19878,155.25878,152.29878,144.41878,132.29878,130.85878,121.73878,119.61878,136.99878,157.85878,130.79878,201.15878,127.15878000000001,117.53878,135.03878,119.99878000000001,151.09877,124.83878,130.21878,157.82755,121.79878000000001,118.89878
258,87,2,136.32163,112.39327,134.44163,126.52163,128.14163,117.12163000000001,132.80163000000002,112.84163000000001,139.42163,125.78163,118.40163000000001,150.80163000000002,164.76163,129.86163,164.50163,144.68163,131.32163,119.92163000000001,120.34581999999999,119.40163000000001,115.64163,155.92163,152.84163,145.00163,132.81327,131.46163,122.06163000000001,120.26163000000001,137.40163,158.70163,131.16163,201.62163,127.52582,118.10163,135.50163,120.38163,151.56163,125.18581999999999,130.72163,158.68163,122.14163,119.32582
259,88,0,136.80408,112.86408,135.12408,127.22408,128.68408,117.52408,133.20408,113.24408000000001,140.08408,126.18408000000001,118.88408000000001,151.20408,165.22408000000001,130.30408,165.02408,145.15816,131.88408,120.38408000000001,120.72408,119.78408,115.98408,156.44408,153.24408,145.56408000000002,133.34408,132.08408,122.42408,120.64408,137.80408,159.46408,131.56408000000002,202.13816,127.92408,118.70408,136.18408,120.74408000000001,152.02408,125.56408,131.33816000000002,159.40408,122.44408,119.70408
260,88,1,137.14612,113.16611999999999,135.58225,127.74611999999999,129.08612,117.78612,133.50611999999998,113.44612,140.52612,126.48612,119.22612,151.54612,165.72612,130.74612,165.52225,145.63837,132.32612,120.72612,121.06612,120.06612,116.28612,157.02612,153.78611999999998,145.92612,133.77449,132.52612,122.70612,121.22612,138.35449,159.84611999999998,131.98612,202.71837,128.22612,119.04612,136.63061000000002,121.08612,152.32612,125.86612,131.73449,159.82612,122.74611999999999,120.00612
261,88,2,137.80245,113.72245,136.20245,128.28245,129.60245,118.20245,133.92245,113.80245,141.16245,126.98245,119.68245,152.08245,166.52245,131.32245,165.9749,146.16245,132.76245,121.18245,121.60245,120.52245,116.76245,157.58245,154.34245,146.42245,134.36245,133.10245,123.12245,121.7149,138.90245,160.48245,132.56245,203.38245,128.76245,119.64245,137.06245,121.62245,152.74245,126.28245,132.42245,160.44245,123.20245,120.46245
262,89,0,138.33959,114.13958999999998,136.93958999999998,128.95959,130.29959,118.59958999999999,134.37958999999998,114.21959,141.83959,127.51959,120.15959,152.63959,166.91959,131.91959,166.47959,146.87958999999998,133.29959,121.73958999999999,122.19958999999999,120.97958999999999,117.21959,158.17959,154.93958999999998,146.95959,135.15958999999998,133.63959,123.51959,122.35959,139.57959,161.01959,133.07959,204.21958999999998,129.29959,120.21959,137.57959,122.23958999999999,153.27958999999998,126.67958999999999,132.91959,160.99958999999998,123.75958999999999,120.91958999999999
263,89,1,139.08866,114.56866000000001,137.64866,129.50866000000002,130.94866000000002,119.06866000000001,134.86866,114.54933,142.46866,128.24866,120.82866000000001,153.24866,167.76866,132.54866,166.96866,147.62866,133.88866000000002,122.22866,122.88866000000002,121.52866000000002,117.66866,158.96866,155.74866,147.62866,135.72866000000002,134.26866,123.98866000000001,122.98866000000001,140.26866,161.40933,133.80866,205.22866000000002,129.78866000000002,120.88866000000002,138.00866000000002,122.92866000000001,153.78866000000002,127.06866000000001,133.40866,161.39373,124.28866000000001,121.32866000000001
264,89,2,139.56286,115.04286,138.70286000000002,129.98286000000002,131.46286,119.56286000000001,135.34286,114.96286,143.10286000000002,128.80286,121.34286000000002,153.92286000000001,168.40286,133.24286,167.44286,148.28286,134.76286000000002,122.70286000000002,123.46286,122.06286000000001,118.08286000000001,159.68286,156.32286000000002,148.38286000000002,136.20286000000002,135.02286,124.40286,123.70286000000002,141.02286,161.79643000000002,134.28286,206.38286000000002,130.24643,121.36286000000001,138.48286000000002,123.50286000000001,154.34286,127.52643,134.12286,161.77643,124.82286,121.73643
265,90,0,140.37143,115.75143,139.43143,130.59143,132.01143000000002,120.19143000000001,135.97143,115.55143000000001,143.85143,129.57143,122.11143,154.71143,168.87143,133.97143,168.17143000000002,149.09143,135.37143,123.31143,124.07143,122.69143000000001,118.61143,160.57143,156.95143000000002,149.17143000000002,137.07143,135.79143,125.05143000000001,124.62071,141.75143,162.31143,135.17143000000002,207.49143,130.81143,122.07143,139.11143,124.11143,155.15143,128.13143,134.75143,162.29143,125.37143,122.29143
266,90,1,141.00367,116.28367,140.04367,131.14367,132.82367,120.97102,136.58366999999998,116.12366999999999,144.56367,130.64367,122.72367,155.74367,169.52366999999998,134.76367,168.96367,149.87735,136.12367,123.84366999999999,124.72367,123.30367,119.10367,161.18367,157.84367,149.97735,137.68367,136.54367,125.64367,125.36367,142.56367,162.94367,136.00367,208.58366999999998,131.62367,122.54366999999999,139.76367,124.76366999999999,155.98367,129.00367,135.36366999999998,162.90367,125.88367,122.90366999999999
267,90,2,141.55959,116.59958999999999,141.15958999999998,131.71958999999998,133.31958999999998,121.97958999999999,137.17959,116.51959,145.15958999999998,131.23959,123.27958999999998,156.45959,170.25959,135.23959,169.55959,150.47959,136.69959,124.33958999999999,125.33958999999999,123.7436,119.4448,161.89959,158.37958999999998,150.63959,138.27958999999998,137.10653,126.53958999999999,125.80391999999999,143.13959,163.41959,136.61959,209.27958999999998,132.13986,123.08918,140.41959,125.37959,156.59958999999998,129.4424,135.81958999999998,163.37958999999998,126.4048,123.49959
268,91,0,141.95762,116.97762,141.59762,132.13762,133.77761999999998,122.43762,137.57762,116.93762,145.69762,131.75762,123.69762,156.85762,171.15762,135.63762,170.11762,150.93761999999998,137.09762,124.72381000000001,125.75761999999999,124.15762,119.83762,162.49761999999998,158.87762,151.05762,138.53762,137.49761999999998,127.07762,126.17761999999999,143.59762,163.91762,137.03762,209.97762000000003,132.57762,123.53761999999999,140.88523999999998,125.77762,157.09762,129.81762,136.35762,163.89762,126.79762,123.85762
269,91,1,142.3098,117.2898,141.9898,132.4898,134.1498,122.7566,137.8898,117.2098,146.1498,132.0698,124.0098,157.2298,171.5698,136.0298,170.6698,151.3098,137.4298,125.0698,126.1498,124.5098,120.1698,162.9498,159.2498,151.4298,138.8498,137.7999,127.3898,126.4599,143.8898,164.3298,137.3898,210.4098,132.9098,123.8898,141.3898,126.1898,157.4898,130.1098,136.6898,164.3098,127.0898,124.1499
270,91,2,142.86327,117.78327,142.54326,132.96327,134.58327,123.20326999999999,138.36327,117.60326,146.64327,132.60326,124.54326999999999,157.80327,172.03663,136.50327,171.24327,151.88326,137.90327,125.48663,126.66327,125.00327,120.72327,163.42326,159.86327,151.90327,139.50327,138.24327,127.96327,126.82327,144.34327,164.80327,137.88326,211.20326,133.36327,124.40326999999999,141.94326999999998,126.70326999999999,158.06327,130.72326999999999,137.18327,164.78327,127.56326999999999,124.70326999999999
