,measure_number,beat_number,pid1263b-10,pid52932-22,pid58917-04,pid610003b-14,pid9048b-14,pid9049b-10,pid9049b-25,pid9050b-10,pid9054b-10,pid9055b-10,pid9056-16,pid9057j-06,pid9058b-10,pid9059b-14,pid9060b-08,pid9061b-07,pid9062b-13,pid9063b-14,pid9066b-10,pid9069-10,pid9070b-22,pid9072b-14,pid9073b-14,pid9074g-10,pid9075b-10,pid9088-20,pid9089-05,pid9093b-16,pid9094b-10,pid9099b-14,pid9101c-04,pid9104b-10,pid9111b-12,pid9114-32,pid9118b-14,pid9138b-10,pid9139b-10,pid9153b-10,pid9166l-08,pid9170b-10,pid9174b-10,pid9192b-10
216,73,0,82.650204,89.11020400000001,85.11020400000001,79.570204,85.510204,82.69020400000001,79.25020400000001,77.730204,83.756689,91.170204,86.670102,87.498041,82.810102,93.140102,80.290204,82.55020400000001,89.106041,89.430204,86.350204,111.0302,84.890204,75.810102,78.030204,95.383401,82.960102,83.650204,94.070204,86.570204,84.83020400000001,93.350204,87.890204,90.69020400000001,100.7502,75.423862,93.850204,74.05020400000001,92.030204,93.840102,82.880051,89.650204,84.150204,94.450204
217,73,1,83.06898000000001,89.45474499999999,85.64898000000001,79.90898,85.774745,83.07949,79.63974499999999,78.036327,84.17949,91.54898,87.02898,87.839265,83.156327,93.64898000000001,80.676327,83.016327,89.52898,89.836497,86.66898,111.58898,85.46898,76.18898,78.38898,95.90898,83.334745,84.18898,94.46898,86.94898,85.296553,93.86949,88.42898000000001,91.14898000000001,101.04898,75.80898,94.38898,74.393163,92.533163,94.236497,83.34898000000001,90.12898,84.68898,94.82898
218,73,2,83.30414,89.72898,86.04898,80.18299300000001,86.10299300000001,83.32898,79.82898,78.32949,84.403163,91.90898,87.32898,88.08898,83.49556899999999,93.94898,80.90299300000001,83.164872,89.876327,90.081796,86.98898,112.10898,85.88898,76.533898,78.64487199999999,96.28898000000001,83.63189799999999,84.58898,94.79779599999999,87.34898000000001,85.535569,94.143898,88.74949000000001,91.465796,101.30898,76.08898,94.78898000000001,74.662993,92.78966,94.49718,83.576497,90.52898,85.06898000000001,95.02949
219,74,0,83.742449,90.202449,86.522449,80.622449,86.542449,83.662449,80.202449,78.742449,84.782449,92.202449,87.582449,88.522449,83.862449,94.396224,81.333112,83.602449,90.282449,90.522449,87.46244899999999,112.68245,86.362449,76.862449,79.026224,96.622449,83.922449,84.942449,95.222449,87.642449,85.902449,94.522449,89.142449,91.922449,101.82245,76.331778,95.266224,75.000816,93.222449,94.842449,83.96244899999999,91.042449,85.342449,95.502449
220,74,1,83.99632700000001,90.476327,86.816327,80.936327,86.836327,83.956327,80.49632700000001,79.036327,85.036327,92.516327,87.876327,88.816327,84.156327,94.676327,81.576327,83.916327,90.676327,90.816327,87.836327,113.15633000000001,86.656327,77.156327,79.316327,96.936327,84.216327,85.156327,95.676327,87.956327,86.256327,94.796327,89.436327,92.216327,102.11633,76.516327,95.616327,75.276327,93.516327,95.13632700000001,84.256327,91.49632700000001,85.596327,95.876327
221,74,2,84.406122,90.778061,87.306122,81.326122,87.226122,84.306122,80.92612199999999,79.446122,85.586122,92.92612199999999,88.266122,89.246122,84.50612199999999,95.206122,82.066122,84.406122,91.246122,91.266122,88.206122,113.64612,87.14612199999999,77.50612199999999,79.766122,97.42612199999999,84.666122,85.586122,96.166122,88.346122,86.64612199999999,95.28612199999999,89.886122,92.706122,102.60611999999999,76.906122,96.106122,75.64612199999999,94.00612199999999,95.602041,84.726122,91.906122,86.066122,96.366122
222,75,0,84.84898000000001,91.08898,87.64898000000001,81.66898,87.52898,84.60898,81.26898,79.80898,85.92898000000001,93.40898,88.328686,89.58898,84.82898,95.56898000000001,82.40898,84.74898,91.58898,91.60898,88.52898,114.06898000000001,87.52898,77.82898,80.10898,97.78898000000001,84.94898,85.92898000000001,96.50898000000001,88.76898,87.00898000000001,95.68898,90.22898,93.087959,102.98898,77.055593,96.58898,75.98898,94.34898000000001,95.84898000000001,85.06898000000001,92.28898000000001,86.40898,96.70898000000001
223,75,1,85.307755,91.487755,88.18775500000001,82.087755,87.867755,84.947755,81.62775500000001,80.207755,86.26775500000001,93.807755,88.62775500000001,90.12775500000001,85.147755,95.96775500000001,82.807755,85.147755,91.94887800000001,92.027755,89.007755,114.60776000000001,88.087755,78.207755,80.507755,98.247755,85.307755,86.26775500000001,97.04775500000001,89.147755,87.347755,96.167755,90.727755,93.567755,103.48776,77.147755,97.10775500000001,76.40775500000001,94.82775500000001,96.167755,85.40775500000001,92.647755,86.927755,97.067755
224,75,2,85.682041,91.762041,88.70204100000001,82.428673,88.347347,85.325204,81.822041,80.502041,86.56204100000001,94.262041,89.142041,90.382041,85.502041,96.322041,83.322041,85.442041,92.407347,92.402041,89.362041,115.04203999999999,88.56085999999999,78.62204100000001,80.848673,98.62204100000001,85.642041,86.642041,97.402041,89.56204100000001,87.742041,96.582041,91.12204100000001,93.98204100000001,104.00204000000001,77.582041,97.642041,76.862041,95.302041,96.48204100000001,85.802041,93.082041,87.382041,97.34204100000001
225,76,0,86.02571400000001,92.005714,89.085714,82.76785699999999,88.52571400000001,85.52571400000001,82.185714,80.88571400000001,86.845714,94.645714,89.477857,90.705714,85.745714,96.685714,83.545714,85.765714,92.745714,92.605714,89.605714,115.42571000000001,88.825714,78.785714,81.185714,98.965714,86.005714,86.925714,97.685714,89.925714,88.065714,96.865714,91.505714,94.325714,104.38571,77.945714,98.02571400000001,77.245714,95.62785699999999,96.745952,86.085714,93.465714,87.745714,97.62785699999999
226,76,1,86.390204,92.430204,89.510204,83.270204,88.91020400000001,85.97020400000001,82.590204,81.41020400000001,87.270204,95.11020400000001,89.930204,91.150204,86.210204,97.170204,84.010204,86.210204,93.450204,93.090204,90.070204,116.0302,89.270204,79.210204,81.730204,99.510204,86.450204,87.390204,98.270204,90.510204,88.490204,97.310204,91.97020400000001,94.83020400000001,104.9902,78.296735,98.75020400000001,77.69020400000001,96.090204,97.170204,86.510204,94.150204,88.290204,98.090204
227,76,2,86.894286,92.751429,90.11428599999999,83.874286,89.296071,86.390857,83.01214300000001,82.014286,87.794286,95.514286,90.376071,91.654048,86.61428599999999,97.694286,84.458095,86.702143,93.914286,93.554286,90.512698,116.63429,89.734286,79.662143,82.314286,100.03429,86.911429,87.754286,98.721735,90.874286,88.814286,97.754286,92.374286,95.242143,105.47429,78.594286,99.354286,78.091429,96.534286,97.554286,87.014286,94.754286,88.694286,98.62214300000001
228,77,0,87.412245,93.112245,90.612245,84.552245,89.73224499999999,86.792245,83.472245,82.692245,88.272245,95.852245,90.772245,91.95224499999999,87.112245,98.17224499999999,84.89224499999999,87.17224499999999,94.45449,94.052245,90.87224499999999,117.29223999999999,90.272245,80.072245,82.972245,100.53225,87.332245,88.212245,99.112245,91.292245,89.072245,98.212245,92.912245,95.73224499999999,105.91225,78.89224499999999,100.15224,78.472245,97.052245,98.03224499999999,87.45224499999999,95.332245,89.192245,99.072245
229,77,1,87.91102,93.576837,91.15101999999999,84.97102,90.15101999999999,87.17102,83.91102,83.126837,88.71101999999999,96.343673,91.162204,92.45586,87.43101999999999,98.71101999999999,85.31102,87.71101999999999,95.054082,94.52051,91.33102,117.95306000000001,90.912041,80.49101999999999,83.41102,101.07101999999999,87.77102,88.63101999999999,99.61102,91.73102,89.61102,98.73102,93.43101999999999,96.25102,106.3735,79.33102,100.69102,78.94017,97.63101999999999,98.41102,87.87102,95.87102,89.75102,99.49101999999999
230,77,2,88.149286,93.78857099999999,91.42857099999999,85.23928599999999,90.42857099999999,87.408571,84.149286,83.388571,88.979286,96.589286,91.408571,92.609286,87.70857099999999,99.00857099999999,85.57619,87.948571,95.608571,94.748571,91.608571,118.48857,91.28857099999999,80.78857099999999,83.668571,101.42857,88.048571,88.888571,99.968571,92.00857099999999,89.868571,99.028571,93.688571,96.528571,106.54928999999998,79.608571,100.98857,79.108571,97.908571,98.688571,88.128571,96.14857099999999,90.108571,99.808571
231,78,0,88.612109,94.196327,92.016327,85.696327,90.827265,87.816327,84.63632700000001,83.836327,89.336327,97.076327,91.853163,93.056327,88.116327,99.536327,86.016327,88.436327,95.879265,95.176327,92.196327,119.01633000000001,91.776327,81.13632700000001,84.116327,102.01633000000001,88.555306,89.35632700000001,100.51633000000001,92.416327,90.236327,99.456327,94.13632700000001,97.076327,107.01633000000001,79.85632700000001,101.47633,79.49632700000001,98.35632700000001,99.076327,88.596327,96.621633,90.536327,100.31633000000001
232,78,1,88.821224,94.40280600000001,92.261224,85.941224,91.02040799999999,88.041224,84.881224,84.081224,89.581224,97.281224,92.061224,93.301224,88.36122399999999,99.801224,86.241224,88.675612,96.121224,95.421224,92.501224,119.58122,92.021224,81.381224,84.381224,102.24122,88.881224,89.661224,100.75561,92.565612,90.465612,99.72122399999999,94.381224,97.341224,107.26122,80.01374100000001,101.72122,79.681224,98.621224,99.321224,88.841224,96.941224,90.801224,100.56121999999999
233,78,2,89.24408199999999,94.724082,92.60408199999999,86.284082,91.32408199999999,88.40408199999999,85.238163,84.424082,89.924082,97.644082,92.344082,93.644082,88.704082,100.18408000000001,86.54408199999999,89.004082,96.504082,95.764082,92.844082,120.04408000000001,92.424082,81.704082,84.724082,102.58408,89.204082,90.144082,101.06408,92.90408199999999,90.804082,100.10408000000001,94.804082,97.68408199999999,107.66408,80.24704100000001,102.18408000000001,79.984082,99.04408199999999,99.68408199999999,89.164082,97.32408199999999,91.144082,100.90408000000001
234,79,0,89.717732,95.157732,93.057732,86.637732,91.61773199999999,88.75773199999999,85.67773199999999,84.797732,90.277732,98.077732,92.68539,94.05924399999999,89.157732,100.69773,86.917732,89.457732,96.957732,96.11773199999999,93.237732,120.49773,92.877732,82.07386600000001,85.097732,103.01773,89.69773199999999,90.637732,101.51773,93.239244,91.017732,100.51773,95.237732,98.137732,108.19773,80.497732,102.69773,80.31773199999999,99.47773199999999,100.05773,89.57386600000001,97.89773199999999,91.61773199999999,101.35773
235,79,1,90.153878,95.481939,93.49387800000001,87.013878,91.953878,89.193878,86.113878,85.153878,90.671939,98.49387800000001,93.033878,94.49387800000001,89.551939,101.25388000000001,87.351939,89.893878,97.473878,96.513878,93.71387800000001,121.15388,93.393878,82.49387800000001,85.453878,103.41388,90.193878,90.873878,101.99776,93.593878,91.553878,100.95388,95.85387800000001,98.57387800000001,108.77388,80.831939,103.49388,80.813878,99.913878,100.46194,89.973878,98.513878,92.093878,101.75388000000001
236,79,2,90.554694,95.854694,93.934694,87.451565,92.29469399999999,89.437449,86.394694,85.494694,91.054694,98.79938800000001,93.391565,94.79469399999999,89.894694,101.73469,87.754694,90.334694,98.03469399999999,96.95469399999999,94.254694,121.81468999999998,93.87469399999999,82.959388,85.854694,103.83469000000001,90.614694,91.394694,102.50286,94.03469399999999,91.95469399999999,101.37469,96.274694,98.994694,109.27468999999999,81.09469399999999,103.97469,81.134694,100.31469,100.88235,90.37469399999999,99.01469399999999,92.53469399999999,102.19469000000001
237,80,0,90.816735,96.156735,94.236735,87.696735,92.576735,89.676735,86.676735,85.836735,91.316735,99.196735,93.61673499999999,95.096735,90.196735,102.05674,88.056735,90.656735,98.436735,97.25673499999999,94.75673499999999,122.17673,94.236735,83.296735,86.136735,104.13674,90.89673499999999,91.716735,102.91674,94.263367,92.236735,101.65674,96.596735,99.296735,109.69673999999999,81.336735,104.33674,81.416735,100.61674000000001,101.11674000000001,90.676735,99.39673499999999,92.796735,102.43674
238,80,1,91.142449,96.442449,94.522449,88.022449,92.882449,89.96244899999999,87.002449,86.162449,91.622449,99.502449,93.902449,95.362449,90.502449,102.42245,88.362449,90.96244899999999,98.842449,97.542449,95.102449,122.60245,94.582449,83.582449,86.46244899999999,104.42245,91.202449,92.022449,103.26245,94.502449,92.542449,101.96245,96.942449,99.702449,110.12245,81.602449,104.68245,81.702449,100.96245,101.42245,90.982449,99.802449,93.082449,102.80245
239,80,2,91.569365,96.799683,94.979683,88.479683,93.21968299999999,90.35968299999999,87.35968299999999,86.619683,92.079683,99.899683,94.299683,95.77968299999999,90.85968299999999,102.87968000000001,88.799683,91.439683,99.299683,97.979683,95.479683,123.03968,95.039683,83.959683,86.91968299999999,104.88937,91.619683,92.399683,103.71968000000001,94.91968299999999,92.879683,102.43968000000001,97.399683,100.09968,110.55968,81.85968299999999,105.13968,82.05968299999999,101.39968,101.79968000000001,91.439683,100.26935999999999,93.479683,103.25968
240,81,0,91.929796,97.109796,95.289796,88.849796,93.52979599999999,90.609796,87.66979599999999,86.989796,92.38979599999999,100.3298,94.609796,96.149796,91.16979599999999,103.2498,89.109796,91.789796,99.649796,98.329796,95.789796,123.4698,95.409796,84.329796,87.269796,105.2898,91.94979599999999,92.789796,104.0898,95.229796,93.16979599999999,102.8298,97.869796,100.4898,110.9098,82.16979599999999,105.5698,82.369796,101.7698,102.1098,91.74979599999999,100.7298,93.789796,103.5898
241,81,1,92.32163299999999,97.491662,95.68163299999999,89.19581600000001,93.831939,90.921633,87.96163299999999,87.333163,92.68163299999999,100.62163000000001,94.90163299999999,96.441633,91.425816,103.62163000000001,89.501633,92.161633,100.04163,98.641633,96.18163299999999,123.90163000000001,95.881633,84.68163299999999,87.635816,105.58163,92.301633,93.10163299999999,104.48163000000001,95.61145400000001,93.501633,103.16163,98.341633,100.96163,111.30163,82.416327,105.96163,82.75581600000001,102.16163,102.44163,92.035816,101.12163000000001,94.135816,103.94163
242,81,2,92.695918,97.735918,96.195918,89.575918,94.155918,91.155918,88.235918,87.695918,92.995918,101.11591999999999,95.195918,96.95591800000001,91.875918,104.09591999999999,89.81591800000001,92.555918,100.53591999999999,99.055918,96.575918,124.43959,96.39591800000001,85.03591800000001,87.995918,106.07592,92.61591800000001,93.61591800000001,104.99592,95.995918,93.875918,103.67074000000001,98.81591800000001,101.47592,111.81591999999999,82.875918,106.48776000000001,83.075918,102.55592,102.77592,92.45591800000001,101.63592,94.635918,104.27592
243,82,0,92.977959,98.037959,96.497959,89.86398,94.44398000000001,91.457959,88.51795899999999,88.00398,93.27932,101.45796,95.477959,97.197959,92.16398000000001,104.39796,90.10398,92.857959,100.85795999999999,99.357959,96.87795899999999,125.07796,96.78398,85.337959,88.28398,106.31796000000001,92.88398000000001,93.917959,105.29398,96.29795899999999,94.177959,103.83796,99.117959,101.75796,112.11796000000001,83.177959,106.81796000000001,83.35699,102.85795999999999,103.07796,92.757959,102.05796,94.917959,104.57796
244,82,1,93.33428599999999,98.454286,96.914286,90.254286,94.766071,91.804762,88.854286,88.394286,93.654286,102.47429,95.754286,97.734286,92.394286,104.73429,90.494286,93.194286,101.25429,99.694286,97.274286,125.69429,97.11428599999999,85.634286,88.694286,106.67428999999998,93.18214300000001,94.33428599999999,105.69429,96.674286,94.514286,104.25429,99.514286,102.13429000000001,112.43428999999999,83.594286,107.17428999999998,83.734286,103.21429,103.37429,93.174286,102.45429,95.298857,104.95428999999999
245,82,2,93.795102,98.775102,97.355102,90.695102,95.075102,92.11510200000001,89.235102,88.835102,94.095102,102.9551,96.135102,98.112282,92.835102,105.1751,90.975102,93.635102,101.7751,100.0551,97.695102,126.2951,97.535102,86.075102,89.135102,107.1151,93.575102,94.675102,106.1351,97.11510200000001,94.975102,104.6951,99.975102,102.5551,112.8751,83.77946800000001,107.6151,84.11510200000001,103.6551,103.8151,93.515102,102.8751,95.675102,105.3951
246,83,0,94.329796,99.113299,97.689796,91.02979599999999,95.409796,92.38979599999999,89.569796,89.16979599999999,94.509796,103.3298,96.469796,98.189796,93.16979599999999,105.5498,91.30979599999999,94.009796,102.1298,100.3898,97.989796,126.8298,97.909796,86.409796,89.469796,107.4498,93.929796,95.009796,106.5498,97.489796,95.289796,105.0498,100.3698,102.8898,113.3498,83.792653,107.9698,84.44979599999999,104.0298,104.1498,93.793299,103.2898,96.02979599999999,105.68196
247,83,1,94.696735,99.47673499999999,98.236735,91.436735,95.716735,92.696735,89.996735,89.576735,94.916735,103.91674,96.796735,98.643367,93.612245,106.05673999999999,91.856735,94.456735,102.55674,100.79674,98.356735,127.39674,98.376735,86.843367,89.89673499999999,107.99673999999999,94.376735,95.456735,106.96337,97.956735,95.656735,105.43673999999999,100.95673000000001,103.45673000000001,113.77673999999999,84.096735,108.43673999999999,84.916735,104.43674,104.45673000000001,94.25673499999999,103.75674000000001,96.47673499999999,106.07673999999999
248,83,2,94.990612,99.730612,98.530612,91.750612,95.990612,92.95061199999999,90.330612,89.870612,95.190612,104.21061,97.070612,98.930612,93.80015300000001,106.43061000000002,92.150612,94.730306,102.89061,101.09061,98.650612,128.03061,98.830612,87.130612,90.230612,108.49061,94.690612,95.870612,107.27061,98.430612,95.930612,105.81061000000001,101.25061,103.75061,114.13061,84.376871,108.75061000000001,85.230612,104.81061,104.75061,94.590612,104.21061,96.770612,106.37031
249,84,0,95.360816,100.04082,98.840816,92.18081600000001,96.300816,93.260816,90.840816,90.32081600000001,95.500816,104.84082,97.38081600000001,99.300816,94.080816,106.92081999999999,92.560816,95.020816,103.22081999999999,101.50081999999999,98.980816,128.80082,99.280816,87.440816,90.620816,108.88082,95.160816,96.360816,107.62082,98.940816,96.24081600000001,106.38082,101.56081999999999,104.12082,114.58081999999999,84.560816,109.12082,85.700816,105.26082,105.06081999999999,94.96081600000001,104.70082,97.080816,106.66082
250,84,1,95.682857,100.36286,99.14285699999999,92.555714,96.615714,93.562857,91.14285699999999,90.695714,95.855714,105.34286000000002,97.702857,99.755714,94.382857,107.22286000000001,92.94285699999999,95.30285699999999,103.72143,101.78286,99.402857,129.37571,99.602857,87.742857,90.995714,109.24857,95.78285699999999,96.86285699999999,108.06857,99.308571,96.542857,106.95571000000001,101.86286,104.54286,114.96286,84.86285699999999,109.48286,86.14285699999999,105.64286000000001,105.38286000000001,95.342857,105.15571000000001,97.382857,107.10286
251,84,2,96.122857,100.70286,99.542857,93.00285699999999,97.062857,94.042857,91.882857,91.14285699999999,96.262857,105.96286,98.08285699999999,100.18285999999999,94.682857,107.84286000000002,93.422857,95.682857,104.24286,102.14286,99.80285699999999,129.88286000000002,100.00286,88.122857,91.44285699999999,109.78286000000001,96.22285699999999,97.262857,108.58286000000001,99.80285699999999,96.842857,107.36286000000001,102.88286,104.94286000000001,115.36286000000001,85.16285699999999,109.88286000000001,86.542857,106.04286,105.78286000000001,95.742857,105.74286000000001,97.78285699999999,107.58286000000001
252,85,0,96.668571,101.04857,99.828571,93.408571,97.388571,94.328571,92.34857099999999,91.567143,96.668571,106.64856999999999,98.368571,100.68714,94.968571,108.20857,93.80714300000001,96.048571,104.66856999999999,102.44856999999999,100.10857,130.54713999999998,100.38857,88.448571,91.84857099999999,110.18857,96.588571,97.588571,108.96713999999999,100.10857,97.128571,107.70857,103.44714,105.34714,115.64856999999999,85.448571,110.32571000000002,86.888571,106.42857,106.08856999999999,96.088571,106.14856999999999,98.14857099999999,107.88857
253,85,1,97.052245,101.49225,100.21225,93.792245,97.692245,94.632245,92.73224499999999,91.95224499999999,97.132245,106.99225,98.712245,101.17225,95.292245,108.65223999999999,94.192245,96.45224499999999,105.09225,102.83225,100.49225,131.01225,100.77225,88.831122,92.23224499999999,110.59225,96.921122,97.87224499999999,109.35225,100.43224000000001,97.45224499999999,108.07225,103.89225,105.75225,116.01223999999999,85.752245,110.71225,87.552245,106.81225,106.41225,96.412245,106.59225,98.53449,108.27225
254,85,2,97.386122,101.84612,100.50612,94.106122,97.946122,94.886122,93.026122,92.246122,97.42612199999999,107.38611999999999,99.00612199999999,101.46611999999999,95.526122,109.00612,94.466122,96.746122,105.44612,103.14612,100.78612,131.64612,101.28612,89.106122,92.546122,110.94612,97.206122,98.166122,109.66611999999999,100.74611999999999,97.726122,108.42612,104.32611999999999,106.10611999999999,116.36612,86.026122,111.08612,88.14612199999999,107.20612,106.70612,96.766122,107.02611999999999,98.846122,108.56612
255,86,0,97.70449,102.15361999999999,100.82449,94.42449,98.26449000000001,95.14449,93.36449,92.56449,97.72449,107.72448999999999,99.32449,101.78449,95.80449,109.32449,94.78449,97.04724499999999,105.80448999999999,103.46449,101.10449,132.38449,101.68449,89.42449,92.86449,111.26449,97.52449,98.46449,109.98449,101.08449,98.06449,108.82449,104.64449,106.46448999999998,116.92448999999999,86.26449000000001,111.42448999999999,88.64449,107.52448999999999,107.02448999999999,97.14449,107.44448999999999,99.10449,108.84449
256,86,1,98.042449,102.43784000000001,101.32245,94.922449,98.722449,95.442449,93.862449,93.062449,98.122449,108.22245,99.662449,102.28245,96.182449,109.82245,95.253112,97.402449,106.34245,103.82245,101.52245,132.98245,102.18245,89.802449,93.362449,111.66245,97.842449,98.922449,110.40621999999999,101.64245,98.582449,109.34245,105.14245,106.88245,117.60245,86.622449,111.92245,89.362449,108.02245,107.44245,97.582449,108.08245,99.495408,109.34245
257,86,2,98.463673,102.84366999999999,101.98366999999999,95.263673,99.163673,95.923673,94.543673,93.383673,98.583673,108.78367,100.02367,102.64367,96.603673,110.54366999999999,95.543673,97.843673,106.92367,104.16367,101.88367,133.46367,102.62366999999999,90.103673,93.703673,112.16367,98.223673,99.583673,110.80367,102.26366999999999,99.043673,109.82366999999999,105.78367,107.24367,118.28367,86.786837,112.40366999999999,89.963673,108.44367,107.84366999999999,97.963673,108.70366999999999,99.763673,109.78367
258,87,0,99.060816,103.30082,102.44082,95.660816,99.500816,96.23540799999999,95.040816,93.800816,99.10081600000001,109.24082,100.42081999999999,103.12082,97.060816,111.00081999999999,95.96081600000001,98.300816,107.38082,104.54082,102.28081999999999,134.14082,103.14081999999999,90.540816,94.080816,112.70082,98.540816,100.16082,111.22081999999999,102.72081999999999,99.480816,110.28081999999999,106.48082,107.64081999999999,118.66082,87.10081600000001,113.02082,90.660816,109.00081999999999,108.24082,98.420816,109.14081999999999,100.10082,110.12082
259,87,1,99.6,103.74,103.2,96.04,99.86,96.62,95.515,94.2,99.68,109.72,100.735,103.82,97.542105,111.5,96.46,98.8,107.96,104.98,102.88,134.9,103.74,91.045,94.48,113.32,98.84,100.78,111.7,103.2,99.96,110.76,107.22,108.24,119.16,87.44,113.64,91.42,109.54,108.74,98.84,109.64,100.54,110.54
260,87,2,100.0676,104.02041,103.82041,96.460408,100.20040999999999,97.02040799999999,95.820408,94.600408,100.06041,110.18041000000001,101.06041,104.34040999999999,97.801735,111.92041,96.880408,99.120408,108.5068,105.48041,103.44041,135.76041,104.36041,91.380408,94.900408,113.84041,99.180408,101.18041,112.00041,103.68041,100.48040999999999,111.2176,107.72041000000002,108.74041000000001,119.78041,87.760408,114.04041000000001,91.780408,109.98041,109.14041,99.285492,110.22041000000002,101.0876,110.90303999999999
261,88,0,100.31347,104.33346999999999,104.07347,96.733469,100.49347,97.27346899999999,96.093469,94.873469,100.31347,110.51347,101.33346999999999,104.63346999999999,98.033469,112.19346999999999,97.153469,99.373469,108.79347,105.71347,103.71347,136.29346999999999,104.63346999999999,91.673469,95.173469,114.19346999999999,99.421735,101.47346999999999,112.39347,103.99347,100.75347,111.45347,108.03347,109.05346999999999,120.15347,88.05346899999999,114.39347,92.07346899999999,110.27346999999999,109.43347,99.49346899999999,110.57347,101.33346999999999,111.09347
262,88,1,100.71795999999999,104.67931999999999,104.49795999999999,97.057959,100.83796,97.537959,96.457959,95.245986,100.67559,110.87796000000002,101.67796,105.29796,98.36398,112.55796000000001,97.50398,99.757959,109.21796,106.21796,104.19796,137.03796,105.03796000000001,92.07466,95.477959,114.59796000000001,99.72398000000001,101.77796,112.81796000000001,104.31796,101.25796,111.79398,108.43699,109.47796000000001,120.67796000000001,88.393107,114.73931999999999,92.472796,110.63932,109.77796000000001,99.917959,110.93796,101.67796,111.47796000000001
263,88,2,101.25674000000001,105.13673999999999,105.03673,97.496735,101.33674,97.936735,96.836735,95.61673499999999,100.97674,111.33673999999999,102.05674,105.91673999999999,98.776735,112.97673999999999,97.89673499999999,100.05674,109.79673999999999,106.77673999999999,104.65674,138.17674,105.69673999999999,92.496735,95.89673499999999,115.17673,100.09674,102.17673,113.33673999999999,104.89674,101.59674,112.30337,108.97673999999999,109.95673000000001,121.29673999999999,88.676735,115.15673999999999,92.716735,111.09674,110.15673999999999,100.35674,111.47673999999999,102.17673,111.81673
264,89,0,101.59061,105.43061000000002,105.33061000000001,97.770612,101.65061,98.110612,97.130612,95.890612,101.25061,111.63031000000001,102.33061,106.27061,99.170612,113.25061000000001,98.190612,100.41060999999999,110.41061,107.07061000000002,104.95061000000001,138.71061,106.13061,92.970612,96.210612,115.45061000000001,100.29061,102.47061,113.61061000000001,105.23061000000001,101.87061,112.59061000000001,109.27061,110.25061000000001,121.71061,88.95061199999999,115.59061000000001,93.050612,111.38031000000001,110.41061,100.65061,111.83061000000001,102.43061,112.03061000000001
265,89,1,102.14,105.885,106.0,98.14,102.145,98.44,97.428,96.265,101.68,111.96,102.78,107.04,99.62,113.68,98.6,101.04,111.12,107.705,105.62,139.38,106.64,93.585,96.64,116.12,100.66,102.82,114.06,105.76,102.385,113.08,109.865,110.74,122.38,89.33090899999999,116.12,93.570909,111.785,110.88,101.08,112.28,102.86,112.46
266,89,2,102.52163,106.28163,106.48163000000001,98.61581600000001,102.62163000000001,98.781633,97.78054399999999,96.701633,102.16163,112.42163000000001,103.18163,107.56163000000001,100.00163,114.12163000000001,99.021633,101.48163000000001,111.68163,108.26163000000001,106.10163,140.40163,107.16163,94.04163299999999,97.11232700000001,116.90163000000001,100.96163,103.30163,114.52163,106.38163,102.88163,113.56163000000001,110.54163,111.24163,123.00163,89.60163299999999,116.60163,93.841633,112.20163000000001,111.34163000000001,101.55582,112.90163000000001,103.40163000000001,112.84163000000001
267,90,0,102.91184,106.57184,106.79184,98.911837,102.93184000000001,99.031837,98.071837,97.051837,102.47184,112.71184,103.51184,107.97183999999999,100.39184,114.43184,99.351837,101.81184,112.05183999999998,108.57184,106.55183999999998,140.91183999999998,107.55183999999998,94.411837,97.351837,117.21184,101.25184,103.55184,114.85184,106.69183999999998,103.19184,113.93184,110.89183999999999,111.65183999999999,123.43184,89.931837,116.91183999999998,94.151837,112.51183999999999,111.73183999999999,101.83184,113.27184,103.71184000000001,113.19183999999998
268,90,1,103.44163,106.94163,107.28163,99.241633,103.39158,99.361633,98.28944200000001,97.381633,102.86163,113.16163,103.84163000000001,108.64163,100.68163,114.74163,99.701633,102.23796,112.50163,109.08163,107.24163,141.59796,108.04163,94.841633,97.68163299999999,117.60861000000001,101.54163,103.88163,115.33039,107.02163,103.58163,114.28163,111.34721,112.06163000000001,123.94163,90.315074,117.26163000000001,94.593972,112.84163000000001,112.14833,102.32163,113.68833000000001,104.06163000000001,113.60163
269,90,2,103.84204,107.42204,107.90203999999999,99.682041,103.66204,99.542041,98.642041,97.822041,103.38204,113.68203999999999,104.26204,109.84204,101.12204,115.16203999999999,99.942041,102.60204,113.18203999999999,109.66203999999999,107.74203999999999,142.24204,108.46203999999999,95.302041,98.12204100000001,118.08203999999999,101.80204,104.28204000000001,115.38203999999999,107.54203999999999,104.06204,114.86601999999999,111.80203999999999,112.66203999999999,124.48203999999998,90.59534000000001,117.62203999999998,94.682041,113.26203999999998,112.70204,102.65602,114.30203999999999,104.60204,114.06204
270,91,0,104.51550999999999,108.07551000000001,108.37551,100.15550999999999,104.33551,100.05551,99.07551,98.29551,103.99551,114.19551000000001,104.83551,110.31551,101.61551,115.63551000000001,100.47551,103.01550999999999,113.79551000000001,110.58102,108.55551000000001,143.37551000000002,109.41551000000001,95.93551,98.59551,118.81204,102.31551,104.98102,116.07551000000001,108.33551000000001,104.79551,115.41551000000001,112.69551000000001,113.23551,125.33551000000001,91.41551,118.23551,95.25551,113.67551,113.33551000000001,103.09551,114.81551,105.09551,114.55551000000001
